job_name,company_name,city,salary_min,salary_max,education,experience,skill_tags,publish_time
Python开发工程师,B站,西安,6000,8000,硕士,5-10年,"HR,招聘,培训",2026-03-02
算法工程师,滴滴,北京,12000,18000,硕士,1年以内,"测试,自动化测试,Jmeter",2026-03-31
实习生,顺丰科技,苏州,8000,17000,不限,1年以内,"HR,招聘,培训",2026-03-28
软件测试,好未来,南京,14000,21000,硕士,3-5年,"Java,MySQL,Spring",2026-03-11
UI设计师,B站,北京,12000,17000,本科,不限,"Java,MySQL,Spring",2026-04-13
Golang工程师,快手,成都,8000,17000,大专,1-3年,"产品设计,Axure,需求分析",2026-02-19
安卓开发,猿辅导,上海,14000,17000,不限,5-10年,"运维,Linux,Docker",2026-02-26
产品经理,贝壳找房,西安,6000,13000,大专,3-5年,"测试,自动化测试,Jmeter",2026-04-10
实习生,百度,广州,6000,8000,大专,3-5年,"Python,机器学习,深度学习",2026-02-16
软件测试,顺丰科技,南京,6000,11000,不限,1-3年,"运维,Linux,Docker",2026-04-07
Java开发工程师,美团,杭州,7000,17000,本科,5-10年,"运维,Linux,Docker",2026-04-15
大数据开发工程师,好未来,杭州,11000,15000,本科,5-10年,"Java,MySQL,Spring",2026-02-24
市场营销,腾讯科技,南京,13000,20000,硕士,1年以内,"产品设计,Axure,需求分析",2026-04-14
运维工程师,阿里巴巴,广州,9000,14000,硕士,1年以内,"HR,招聘,培训",2026-03-10
大数据开发工程师,猿辅导,成都,10000,16000,不限,5-10年,"产品设计,Axure,需求分析",2026-01-11
数据分析师,京东,深圳,8000,18000,硕士,不限,"产品设计,Axure,需求分析",2026-02-16
Java开发工程师,华为,上海,14000,19000,硕士,1-3年,"运维,Linux,Docker",2026-01-09
算法工程师,华为,广州,6000,11000,硕士,5-10年,"Vue,React,JavaScript",2026-01-31
测试工程师,猿辅导,苏州,8000,14000,本科,5-10年,"测试,自动化测试,Jmeter",2026-04-30
实习生,科大讯飞,成都,10000,17000,本科,5-10年,"HR,招聘,培训",2026-04-10
市场营销,滴滴,上海,8000,18000,硕士,5-10年,"Java,MySQL,Spring",2026-04-30
后端开发工程师,携程,杭州,15000,22000,大专,1-3年,"测试,自动化测试,Jmeter",2026-01-04
运营专员,猿辅导,北京,11000,15000,不限,不限,"Vue,React,JavaScript",2026-01-23
后端开发工程师,B站,上海,9000,16000,硕士,1年以内,"产品设计,Axure,需求分析",2026-04-16
测试工程师,好未来,深圳,8000,14000,不限,1年以内,"Python,机器学习,深度学习",2026-03-20
UI设计师,快手,深圳,14000,18000,本科,1年以内,"运维,Linux,Docker",2026-03-04
产品经理,阿里巴巴,西安,12000,16000,本科,1年以内,"Java,MySQL,Spring",2026-03-18
市场营销,贝壳找房,武汉,9000,19000,不限,不限,"Java,MySQL,Spring",2026-02-22
前端开发工程师,拼多多,成都,14000,22000,不限,1-3年,"产品设计,Axure,需求分析",2026-02-01
Java开发工程师,猿辅导,杭州,9000,13000,硕士,3-5年,"Java,MySQL,Spring",2026-01-18
UI设计师,美团,成都,9000,12000,硕士,3-5年,"大数据,Hadoop,Spark",2026-04-22
